100001935	ABCF	Y
100001936	American Councils	N
100001937	American Floral Endowment	N
100001937	AFE	Y
100001938	AH&LEF	Y
100001938	American Hotel and Lodging Educational Foundation	N
100001939	American Lung Association-Southeast Region	N
100001940	American Lung Association in California	N
100001941	American Lung Association in Florida	N
100001942	American Nurses Association	N
100001942	ANA	Y
100001943	APTA	Y
100001943	American Physical Therapy Association	N
100001944	APF	Y
100001944	American Psychiatric Foundation	N
100001945	APF	Y
100001945	American Psychological Foundation	N
100001946	American Skin Association	N
100001947	ASGE	Y
100001947	American Society for Gastrointestinal Endoscopy	N
100001948	ASHP Research and Education Foundation	N
100001949	American Society of Tropical Medicine and Hygiene	N
100001949	ASTMH	Y
100001950	American Tinnitus Association	N
100001950	ATA	Y
100001951	ASF	Y
100001951	Angelman Syndrome Foundation	N
100001954	AKF	Y
100001954	Arizona Kidney Foundation	N
100001955	Arkansas Humanities Council	N
100001956	Arkay Foundation	N
100001958	Armstrong Foundation	N
100001959	The ASDA Foundation	N
100001960	American Society for Radiation Oncology	N
100001962	ATCP	Y
100001962	A-T Children's Project	N
100001964	The Atlanta Women's Foundation	N
100001964	AWF	Y
100001971	K&F Baxter Family Foundation	N
100001972	Beaver County Foundation	N
100001978	BRF	Y
100001978	Biomedical Research Foundation of Northwest Louisiana	N
100001982	BSF	Y
100001982	Bloom's Syndrome Foundation	N
100001987	Fred J. Brotherton Charitable Foundation	N
100001990	BAF	Y
100001990	Bryan Area Foundation, Inc.	N
100002001	Campbell Foundation	N
100002002	CRF	Y
100002002	Cancer Research Foundation	N
100002008	CCCF	Y
100002008	Centre County Community Foundation, Inc.	N
100002012	Chemotherapy Foundation	N
100002014	CRC	Y
100002014	Chesapeake Research Consortium	N
100002015	CBCC	Y
100002015	Chicago Baseball Cancer Charities	N
100002016	CWSC	Y
100002016	Chicago White Sox Charities	N
100002017	Children's Brain Tumor Foundation	N
100002017	CBTF	Y
100002018	The Children's Charities Foundation	N
100002019	Children's Fund for Glycogen Storage Disease Research	N
100002020	Children's Heart Foundation	N
100002020	CHF	Y
100002021	Choice Hotels International Foundation	N
100002022	Chromosome 18 Registry & Research Society	N
100002024	Citizens Committee for New York City	N
100002026	Club Foundation	N
100002026	CF	Y
100002027	Lynne Cohen Foundation for Ovarian Cancer Research	N
100002027	LCF	Y
100002028	Collins Medical Trust	N
100002029	Ardmore Foundation, Inc.	N
100002030	CFGNB	Y
100002030	Community Foundation of Greater New Britain	N
100002031	Community Foundation of Monroe County	N
100002032	CFCWI	Y
100002032	Community Foundation of Central Wisconsin	N
100002033	Cooley's Anemia Foundation	N
100002035	The Hello Friend/Ennis William Cosby Foundation	N
100002036	The Covenant Foundation	N
100002037	CSL Behring Foundation for Research and Advancement of Patient Health	N
100002039	CURE Childhood Cancer	N
100002039	CURE	Y
100002041	Dana Alliance for Brain Initiatives	N
100002046	HHF	Y
100002046	Hearing Health Foundation	N
100002047	Dedalus Foundation	N
100002048	Lawrence T. Dee - Janet T. Dee Foundation	N
100002050	Delta Dental Foundation	N
100002051	Delta Dental of New Jersey Foundation	N
100002056	The Dickler Family Foundation	N
100002059	Dimmer Family Foundation	N
100002060	Robert and Joan Dircks Foundation	N
100002064	DKF	Y
100002064	Donnell-Kay Foundation	N
100002067	Developmental Roundtable for Upward Mobility Foundation	N
100002067	DRUM Foundation	Y
100002069	Fraternal Order of Eagles	N
100002070	EWC	Y
100002070	East-West Center	N
100002071	Edina Realty Foundation	N
100002074	THE ELIAS FOUNDATION	N
100002076	EMF	Y
100002076	Emergency Medicine Foundation	N
100002077	EBMRF	Y
100002077	Epidermolysis Bullosa Medical Research Foundation	N
100002078	Epilepsy.com	N
100002079	Esping Family Foundation	N
100002080	Everychild Foundation	N
100002082	Extendicare Foundation	N
100002086	Fanconi Anemia Research Fund	N
100002089	Fight for Sight	N
100002091	Grace J. Fippinger Foundation	N
100002092	Flemming Charitable Foundation	N
100002093	Doug Flutie Jr. Foundation for Autism	N
100002095	FAAN	Y
100002095	Food Allergy and Anaphylaxis Network	N
100002096	Thomas B. Fordham Institute	N
100002097	Foundation for Agronomic Reasearch	N
100002097	FAR	Y
100002098	FHA	Y
100002098	AGS Foundation for Health in Aging	N
100002099	FERNE	Y
100002099	Foundation for the Education and Research in Neurological Emergencies	N
100002104	Joshua Frase Foundation	N
100002105	FBF	Y
100002105	Fremont Bank Foundation	N
100002108	FARA	Y
100002108	Friedreich's Ataxia Research Alliance	N
100002110	Georgia Health Foundation	N
100002112	A.P. Giannini Foundation	N
100002114	Goldman Philanthropic Partnerships	N
100002114	GPP	Y
100002129	THF	Y
100002129	The Heart Foundation	N
100002130	Heineman Foundation	N
100002132	Henry County Community Foundation	N
100002134	Corina Higginson Trust	N
100002135	Hirshberg Foundation for Pancreatic Cancer Research	N
100002136	Histiocytosis Association	N
100002137	Hite Foundation	N
100002140	HOPE HAPPENS	N
100002146	Institute For Study Abroad Foundation	N
100002146	IFSA	Y
100002147	ILSI	Y
100002147	International Life Sciences Institute Research Foundation	N
100002148	Impact on Education	N
100002149	Indian Land Tenure Foundation	N
100002149	ILTF	Y
100002150	Institute of Mental Hygiene	N
100002150	IMH	Y
100002151	Intermedia Arts	N
100002152	ITI	Y
100002152	International Trachoma Initiative	N
100002156	ICA USA	Y
100002156	Israel Cancer Association USA	N
100002157	Ittleson Foundation	N
100002158	Jackson Foundation	N
100002159	CDJFF	Y
100002159	Charles D. Jacobus Family	N
100002160	Jain Foundation	N
100002163	The Johnson Foundation	N
100002164	The Arthur L. & Elaine V. Johnson Foundation	N
100002166	Jovid Foundation	N
100002167	KMF	Y
100002167	Kansas Masonic Foundation	N
100002168	J.F. Kapnek Trust Pediatric AIDS Fund - Zimbabwe	N
100002173	Keeneland Foundation	N
100002175	Rollie R. Kelley Family Foundation	N
100002177	Marion E. Kenworthy-Sarah H. Swift	N
100002178	Kerr Foundation	N
100002179	Kidney and Urology Foundation of America	N
100002180	Kilo Diabetes & Vascular Research Foundation	N
100002180	KiloRF	Y
100002183	Klabzuba	N
100002186	Lockheed Martin	N
100002189	Longview Foundation for Education in World Affairs and International Understanding	N
100002190	LEH	Y
100002190	Louisiana Endowment for the Humanities	N
100002192	LUNGevity Foundation	N
100002193	Lupus Foundation of America, Inc.	N
100002193	LFA	Y
100002197	MCF	Y
100002197	Maine Cancer Foundation	N
100002199	The Manufactuaring Institute	N
100002200	The Robert Mapplethorpe Foundation, Inc.	N
100002202	Marbrook Foundation	N
100002206	Marietta Community Foundation	N
100002207	Marion Community Foundation	N
100002209	Marshall County Community Foundation, Inc.	N
100002209	MCCF	Y
100002213	Mazda Foundation	N
100002214	McCarthy Family Foundation	N
100002218	McGraw Foundation	N
100002220	Robert E. and Evelyn Mckee Foundation	N
100002221	The McLean Foundation	N
100002223	Mebane Charitable Foundation	N
100002224	MRF	Y
100002224	Melanoma Research Foundation	N
100002225	The Merck Genome Research Institute	N
100002226	Meriter Foundation	N
100002227	Foundation Management Inc.	N
100002227	FMI	Y
100002229	Milbank Memorial Fund	N
100002230	Pendleton and Elisabeth Miller Charitable Foundation	N
100002232	Mitsubishi International Corporation	N
100002234	The Don Monti Memorial Research Foundation	N
100002235	Blanche Moore Foundation	N
100002239	Muskingum County Community Foundation	N
100002241	Nasdaq OMX	N
100002242	Nathan's Battle	N
100002243	National Ataxia Foundation	N
100002243	NAF	Y
100002244	AABB	N
100002244	AABB	Y
100002245	National Down Syndrome Society	N
100002245	NDSS	Y
100002246	National Housing Endowment	N
100002247	NMF	Y
100002247	National Marfan Foundation	N
100002248	National Multiple Sclerosis Society Michigan Chapter, Inc.	N
100002248	MS	Y
100002249	NOHA	Y
100002249	National Organization for Hearing Research Foundation	N
100002250	Prevent Blindness America	N
100002252	NEC	Y
100002252	NEC Foundation of America	N
100002253	NAF	Y
100002253	Netherland America Foundation	N
100002254	NEBF	Y
100002254	New England Biolabs Foundation	N
100002255	New Horizons Foundation	N
100002257	Nickel Producers Environmental Research Association, Inc.	N
100002257	NIPERA	Y
100002259	North American Foundation for the Cure of Diabetes	N
100002260	North Carolina Textile Foundation, Inc.	N
100002261	North Valley Community Foundation	N
100002264	OHC	Y
100002264	Oklahoma Humanities Council	N
100002267	Opportunity Finance Network	N
100002269	PVF	Y
100002269	Pacific Vision Foundation	N
100002271	Pasteur Foundation	N
100002272	Patron Saints Foundation	N
100002276	Pediatric Cancer Foundation	N
100002276	PCF	Y
100002277	Kitty M. Perkins Foundation	N
100002280	PSF	Y
100002280	Plastic Surgery Foundation	N
100002281	PNM Resources Foundation	N
100002285	Pride Foundation	N
100002287	PRF	Y
100002287	Progeria Research Foundation	N
100002288	Matt's Promise Foundation	N
100002290	Puerto Rico Community Foundation	N
100002290	PRCF	Y
100002291	Pulmonary Hypertension Association	N
100002291	PHA	Y
100002292	PVA	Y
100002292	PVA Education Foundation	N
100002293	REDF	Y
100002293	REDF	N
100002295	Respiratory Health Association of Metropolitan Chicago	N
100002295	RHAMC	Y
100002296	Reuter Foundation	N
100002296	RF	Y
100002300	Marsha Rivkin Center for Ovarian Cancer Research	N
100002302	Ronald McDonald House Charities of Eastern New England, Inc.	N
100002302	RMHCENE	Y
100002307	The Dorothea Haus Ross Foundation	N
100002311	The Judith Rothschild Foundation	N
100002314	Saccomanno Higher Education Foundation	N
100002316	Sand County Foundation	N
100002320	TSF	Y
100002320	Schenectady Foundation	N
100002322	Schlumberger Foundation	N
100002326	SF	Y
100002326	Scioto Foundation	N
100002330	Severns Family Foundation	N
100002330	SFF	Y
100002331	Shared Earth Foundation	N
100002336	SIMMONS FAMILY FOUNDATION	N
100002338	Val Skinner Foundation	N
100002340	Stanley Smith Horticultural Trust	N
100002342	H.L. Snyder Medical Foundation	N
100002342	HLSMF	Y
100002344	The Ira Sohn Research Conference Foundation	N
100002345	Sons of Italy Foundation	N
100002345	SIF	Y
100002348	Special Hope Foundation	N
100002349	St. Agnes Foundation, Inc.	N
100002350	ST. GILES FOUNDATION	N
100002351	St. Joseph Health Ministries	N
100002362	The Swigert Foundation	N
100002364	Talbots Charitable Foundation, Inc.	N
100002367	ETHAF	Y
100002367	The Elizabeth Taylor HIV/AIDS Foundation	N
100002368	Tellabs	N
100002369	University of Delaware Research Foundation	N
100002369	UDRF	Y
100002370	Until There's A Cure Foundation	N
100002373	USA Hockey Foundation	N
100002374	The Vilcek Foundation, Inc.	N
100002375	Virginia Environmental Endowment	N
100002375	VEE	Y
100002376	Virginia Foundation for the Humanities	N
100002376	VFH	Y
100002382	DEW Foundation	N
100002384	CSF / WML	Y
100002384	CS Fund and Warsh-Mott Legacy	N
100002390	Dr. Herbert and Nicole Wertheim Family Foundation	N
100002391	Wessinger Foundation	N
100002392	The H. O. West Foundation	N
100002396	Whiteman Foundation	N
100002401	Wilson Reaserch Foundation	N
100002407	Women Helping Others Foundation	N
100002407	WHO	Y
100002408	Women's Foundation of Colorado	N
100002410	Women's Sports Foundation	N
100002411	Woodruff Foundation	N
100002414	The Xerox Foundation	N
100002418	Intel Corporation	N
100002418	Intel	Y
100002427	Ford Motor Company	N
100002428	McDonald's Corporation	N
100002429	Amgen	N
100002438	Weyerhaeuser Company	N
100002454	Whirlpool Corporation	N
100002462	Deloitte	N
100002463	GM	Y
100002463	General Motors Corporation	N
100002465	Delta	N
100002476	Bridgestone Americas, Inc.	N
100002484	Micron Technology , Inc.	N
100002486	Bank of America	N
100002488	Brookdale Foundation Group	N
100002491	BMS	Y
100002491	Bristol-Myers Squibb	N
100002519	United Technologies	N
100002519	UTC	Y
100002536	HSBC Bank USA	N
100002552	Aicardi Syndrome Foundation	N
100002553	Aid for Cancer Research	N
100002554	AHF	Y
100002554	Aids Healthcare Foundation	N
100002555	Aircast Foundation	N
100002556	The AJS Foundation for Metabolic Diseases	N
100002557	Alaska Humanities Forum	N
100002557	AKHF	Y
100002558	Warren Alpert Foundation	N
100002559	Alpha Omega Foundation, Inc.	N
100002560	Alpha Omicron Pi Foundation	N
100002560	AOII Foundation	Y
100002561	ALSHF	Y
100002561	ALS Hope Foundation	N
100002564	ARDF	Y
100002564	Alternatives Research and Development Foundation	N
100002565	Alzheimer's Drug Discovery Foundation	N
100002565	ADDF	Y
100002567	AAAAI	Y
100002567	American Academy of Allergy Asthma and Immunology	N
100002568	AACC	Y
100002568	American Association for Clinical Chemistry	N
100002569	AAE Foundation	Y
100002569	American Association of Endodontists Foundation	N
100002570	AAI	Y
100002570	American Association of Immunologists	N
100002571	AAPS	Y
100002571	American Association of Plastic Surgeons	N
100002572	AARDA	Y
100002572	American Autoimmune Related Diseases Association, Inc.	N
100002573	ABF	Y
100002573	American Bar Foundation	N
100002575	American College of Obstetricians and Gynecologists	N
100002575	ACOG	Y
100002576	American Cyronics Society	N
100002576	ACS	Y
100002577	ADHA	Y
100002577	American Dental Hygienists' Association	N
100002578	American Dietetic Association Foundation	N
100002578	ADAF	Y
100002579	American Fibromyalgia Syndrome Association	N
100002579	AFSA	Y
100002580	American Fidelity Foundation	N
100002582	American Geriatrics Society	N
100002582	AGS	Y
100002583	American Hearing Research Foundation	N
100002584	American Historical Association	N
100002584	AHA	Y
100002585	AIR	Y
100002585	American Institutes for Research	N
100002586	American Lung Association in Alabama	N
100002586	ALAA	Y
100002587	American Lung Association of Indiana	N
100002589	American Lung Association in North Carolina	N
100002590	American Lung Association	N
100002591	American Lung Association in New York	N
100002592	American Lung Association of Virginia	N
100002593	AOS	Y
100002593	American Orchid Society	N
100002594	American Osteopathic Association	N
100002594	AOA	Y
100002595	AOS	Y
100002595	American Otological Society	N
100002596	APhA	Y
100002596	American Pharmacists Association Foundation	N
100002597	American Physicians Fellowship for Medicine in Israel	N
100002597	APF	Y
100002598	American Porphyria Foundation	N
100002598	APF	Y
100002599	American Public Power Association	N
100002599	APPA	Y
100002600	ASMF	Y
100002600	American Sleep Medicine Foundation	N
100002601	ASIS	Y
100002601	ASIS Foundation	N
100002602	ASLMS	Y
100002602	American Society for Laser Medicine and Surgery	N
100002603	ASRM	Y
100002603	American Society for Reproductive Medicine	N
100002604	ASCPFoundation	Y
100002604	American Society of Consultant Pharmacists Foundation	N
100002605	ASRA	Y
100002605	American Society of Regional Anesthesia and Pain Medicine	N
100002606	ASSE Foundation	Y
100002606	American Society of Safety Engineers Foundation	N
100002607	ASHFoundation	Y
100002607	American Speech-Language-Hearing Foundation	N
100002608	ATA	Y
100002608	American Thyroid Association	N
100002610	ASCF	Y
100002610	Amschwand Sarcoma Cancer Foundation	N
100002614	TAFF	Y
100002614	Andrea-Mennen Family Foundation	N
100002615	Anti-Slavery International, Inc.	N
100002616	Anxiety Disorders Association of America	N
100002616	ADAA	Y
100002617	AORN Foundation	N
100002618	AA&MDSIF	Y
100002618	Aplastic Anemia and MDS International Foundation	N
100002621	AHC	Y
100002621	Arizona Humanities Council	N
100002625	Arthritis Research Initiative	N
100002627	As You Sow	N
100002627	AYS	Y
100002631	Aspirus Health Foundation	N
100002632	Association for Glycogen Storage Disease	N
100002632	AGSD	Y
100002633	Association for Research on Non-Profit Organizations & Voluntary Action	N
100002633	ARNOVA	Y
100002634	Association of American Geographers	N
100002634	AAG	Y
100002645	Carol M. Baldwin Breast Cancer Research Fund, Inc.	N
100002647	Baltic-American Partnership Fund	N
100002647	BAPF	Y
100002650	Barrett Bateman Foundation	N
100002651	Barth Syndrome Foundation	N
100002655	Beckman Coulter Foundation	N
100002656	The Beez Foundation, Inc.	N
100002660	Benton Foundation	N
100002672	Blacksmith Institute, Inc.	N
100002686	Vera Bradley Foundation for Breast Cancer, Inc.	N
100002687	Bradshaw-Knight Foundation, Inc.	N
100002688	Breast Cancer Help, Inc.	N
100002689	BHI	Y
100002689	Breast Health Institute	N
100002690	Ruth K. Broad Biomedical Research Foundation	N
100002699	Bruner Foundation, Inc.	N
100002703	BUFFALO BILLS YOUTH FOUNDATION	N
100002706	H-E-B	N
100002706	H-E-B	Y
100002709	Bynner Foundation for Poetry	N
100002710	California Consumer Protection Foundation	N
100002711	California Dental Association Foundation	N
100002711	CDA Foundation	Y
100002713	CCF	Y
100002713	Carcinoid Cancer Foundation	N
100002714	CVI	Y
100002714	Cardiovascular Institute of Philadelphia	N
100002715	STC	Y
100002715	Sea Turtle Conservancy	N
100002716	Caring for Carcinoid Foundation	N
100002716	CFCF	Y
100002718	CSRS	Y
100002718	Cervical Spine Research Society	N
100002721	CMTA	Y
100002721	Charcot-Marie-Tooth Association	N
100002724	CHF	Y
100002724	Child Health Foundation	N
100002725	CBTF	Y
100002725	Childhood Brain Tumor Foundation	N
100002728	Children's Leukemia Foundation of Michigan	N
100002728	CLF	Y
100002730	Children's Neuroblastoma Cancer Foundation	N
100002730	CNCF	Y
100002732	Chrest Foundation	N
100002734	CHRYSALIS FOUNDATION	N
100002736	Citizens United for Research in Epilepsy	N
100002736	CURE	Y
100002737	CJF	Y
100002737	Civil Justice Foundation	N
100002741	Coalition for Pulmonary Fibrosis	N
100002741	CPF	Y
100002745	Cohoes Savings Foundation	N
100002750	CAPFdn	Y
100002750	College of American Pathologists Foundation	N
100002753	Columbus Bue Jackets Foundation	N
100002754	Christopher Columbus Fellowship Foundation	N
100002755	Community Foundation of Grand Forks, East Grand Forks and Region	N
100002756	CFGC	Y
100002756	Community Foundation of Greene County, Pennsylvania	N
100002757	Comprecare Foundation	N
100002759	CARES Foundation	N
100002768	CDF	Y
100002768	Cosmopolitan Diabetes Foundation	N
100002769	Couch Family Foundation	N
100002774	Crawford Heritage Foundation	N
100002775	Cricket Foundation	N
100002780	Culinary Trust	N
100002782	CURE	Y
100002782	CURE Childhood Cancer Association	N
100002790	de Beaumont Foundation	N
100002792	ADELE R. DECOF FOUNDATION	N
100002797	The Dental Foundation of Oregon	N
100002797	DFO	Y
100002799	Intermountain Healthcare	N
100002800	Desmoid Tumor Research Foundation	N
100002800	DTRF	Y
100002801	Deupree Family Foundation	N
100002803	DBAF	Y
100002803	Diamond Blackfan Anemia Foundation	N
100002806	Discovery Eye Foundation	N
100002806	DEF	Y
100002812	Emily Dorfman Foundation for Children	N
100002814	The Dougherty Foundation	N
100002823	Dupar Foundation	N
100002824	H.W. Durham Foundation	N
100002825	Dystrophic Epidermolysis Bullosa Research Association of America	N
100002825	DEBRA	Y
100002826	Eau Claire Community Foundation	N
100002829	EPIC	Y
100002829	Ecumenical Project for International Cooperation	N
100002834	Educational Advancement Foundation	N
100002834	EAF	Y
100002836	Ray Thomas Edwards Foundation	N
100002837	EDNF	Y
100002837	Ehlers-Danlos National Foundation	N
100002839	ELECTRI International	N
100002842	Emergency Nurses Association Foundation	N
100002842	ENAF	Y
100002844	EIF	Y
100002844	Engineering Information Foundation	N
100002847	Entomological Foundation	N
100002851	Equipment Leasing and Finance Foundation	N
100002854	ESF	Y
100002854	Esperantic Studies Foundation	N
100002859	EHRSI	Y
100002859	Evergreen Humanitarian & Relief Services, Inc.	N
100002861	Explorers Club	N
100002863	NBT	Y
100002863	Nuts, Bolts & Thingamajigs Foundation	N
100002865	Reliant Medical Group Foundation	N
100002873	Film Arts Foundation	N
100002875	The Florence Foundation	N
100002876	The Forbes Fund	N
100002880	Foundation for a Cure for Mitochondrial Disease	N
100002881	Foundation for Advancement of Chiropractic Education, Inc.	N
100002882	Foundation for Chiropractic Education and Research	N
100002882	FCER	Y
100002883	MyIBD	Y
100002883	Foundation for Clinical Research in Inflammatory Bowel Disease	N
100002886	Foundation for Ichthyosis and Related Skin Types	N
100002886	FIRST	Y
100002887	Foundation for Middle East Peace	N
100002887	FMEP	Y
100002888	Foundation for Orthopaedic, Athletic and Reconstructive Research	N
100002888	F.O.A.R.R.	Y
100002889	Foundation for Prader-Willi Research	N
100002889	FPWR	Y
100002891	FAMSI	Y
100002891	Foundation for the Advancement of Mesoamerican Studies, Inc.	N
100002892	Foundation for the Future	N
100002894	Foundation of the American College of Allergy, Asthma & Immunology	N
100002894	ACAAI Foundation	Y
100002903	Friends United for Juvenile Diabetes Research	N
100002909	Gamma MU Foundation	N
100002924	TGF	Y
100002924	Glaucoma Foundation	N
100002926	The Glens Falls Foundation	N
100002929	Hazel K. Goddess Fund for Stroke Research in Women	N
100002939	The Graham Foundation	N
100002942	GAERF	Y
100002942	Graphic Arts Education and Research Foundation	N
100002943	GCCF	Y
100002943	Gratiot County Community Foundation	N
100002946	ERG	Y
100002946	Elizabeth R. Griffin Research Foundation	N
100002951	The Daniel and Florence Guggenheim Foundation	N
100002955	Darrell Gwynn Foundation	N
100002955	DGF	Y
100002956	Foundation for Women's Cancer	N
100002962	Donald D. Hammill Foundation	N
100002967	Harris Foundation Nevada	N
100002971	HCH	Y
100002971	Hawaii Council for the Humanities	N
100002973	HCR Manor Care Foundation	N
100002980	Vascular Birthmarks Foundation	N
100002980	VBF	Y
100002981	Hemophilia Association of New York	N
100002982	Hendricks County Community Foundation	N
100002983	Heritage Foundation	N
100002984	Hervey Foundation	N
100002985	Hext Family Foundation	N
100002986	HHT Foundation International	N
100002992	Kent Richard Hofmann Foundation	N
100002994	Bernice E. Holland Foundation	N
100002995	Graham and Carolyn Holloway Family Foundation	N
100003002	HSC Foundation	N
100003005	HCWDC	Y
100003005	Humanities Council of Washington, D.C.	N
100003007	Hunter's Dream For A Cure	N
100003011	Immune Deficiency Foundation, Inc.	N
100003011	IDF	Y
100003012	The Impact Fund	N
100003013	Indiana Humanities Council	N
100003015	Initial Teaching Alphabet Foundation	N
100003015	I.T.A. Foundation	Y
100003016	Innovating Worthy Projects Foundation	N
100003016	IWPF	Y
100003018	Institute for Myeloma & Bone Cancer Research	N
100003018	IMBCR	Y
100003019	Institute for Research on Unlimited Love	N
100003020	Institute of Turkish Studies	N
100003020	ITS	Y
100003021	International Association of Fire Fighters Burn Foundation	N
100003021	IAFF Burn Foundation	Y
100003022	IEF	Y
100003022	International Educational Foundation	N
100003024	ISID	Y
100003024	International Society for Infectious Diseases	N
100003025	Interstitial Cystitis Association	N
100003025	ICA	Y
100003035	Tom Coughlin Jay Fund Foundation	N
100003037	The Jerusalem Fund for Education and Community Development	N
100003038	Jewish Community Foundation	N
100003039	JWF	Y
100003039	Jewish Women's Foundation of Metropolitan Detroit	N
100003040	The Jewish Women's Foundation of New York	N
100003041	JFK Medical Center Foundation	N
100003050	Esther B. Kahn Charitable Foundation	N
100003054	Koch Cultural Trust	N
100003054	KCT	Y
100003055	Kansas Humanities Council	N
100003055	KHC	Y
100003062	Kelley Foundation, Inc.	N
100003064	KCA	Y
100003064	Kidney Cancer Association	N
100003065	The Kidney Foundation of Central Pennsylvania	N
100003065	KFCP	Y
100003066	Kidney Foundation of Greater Cincinnati	N
100003067	Kidney Foundation of Ohio	N
100003069	Harmon Killebrew Foundation, Ltd.	N
100003072	Kitsap Community Foundation	N
100003072	KCF	Y
100003077	Knowledge Foundation	N
100003083	Reva and David Logan Foundation	N
100003084	LGTCF	Y
100003084	LogistiCare Foundation	N
100003085	Longer Life Foundation	N
100003085	LLF	Y
100003089	Lung Cancer Online Foundation	N
100003089	LCOF	Y
100003090	LDA	Y
100003090	Lyme Disease Association	N
100003095	Manning Educational Foundation	N
100003098	Douglas B. Marshall, Jr. Family Foundation	N
100003100	The Masonic Foundation of Utah	N
100003102	Celma Mastry Ovarian Cancer Foundation	N
100003102	CMOCF	Y
100003105	McCarty Cancer Foundation	N
100003111	MLA	Y
100003111	Medical Library Association	N
100003112	Mensa Education and Research Foundation	N
100003116	C. Louis Meyer Family Foundation	N
100003119	Microfinance Opportunities	N
100003120	Middlesex County Community Foundation	N
100003133	Minnesota Colon and Rectal Foundation	N
100003133	MCRF	Y
100003134	Minnesota Humanities Commission	N
100003135	MOCA	Y
100003135	Minnesota Ovarian Cancer Alliance	N
100003138	Mitochondrial Research Guild	N
100003141	Humanities Montana	N
100003146	Morton Cure Paralysis Fund	N
100003146	MCPF	Y
100003148	Mt. Pleasant Area Commuity Foundation	N
100003148	MPACF	Y
100003149	Mucolipidosis Type IV Foundation	N
100003149	ML4	Y
100003156	Musella Foundation For Brain Tumor Research and Information	N
100003157	MGFA	Y
100003157	Myasthenia Gravis Foundation of America	N
100003158	Myelin Project	N
100003159	NAMM Foundation	N
100003161	NAAF	Y
100003161	National Alopecia Areata Foundation	N
100003163	NCPAF	Y
100003163	National Community Pharmacists Association Foundation	N
100003164	National Court Reporters Foundation	N
100003164	NCRF	Y
100003166	NFED	Y
100003166	National Foundation for Ectodermal Dysplasias	N
100003167	NHF	Y
100003167	National Hospice Foundation	N
100003168	National Kidney Foundation Serving Eastern Missouri and Metro East	N
100003170	National Kidney Foundation of Illinois	N
100003170	NKFI	Y
100003171	National Kidney Foundation Serving Kansas and Western Missouri	N
100003172	National Kidney Foundation of Maryland	N
100003172	NKF-MD	Y
100003173	National Kidney Foundation of Massachusetts, Rhode Island, New Hampshire and Vermont	N
100003174	NKFM	Y
100003174	National Kidney Foundation of Michigan	N
100003175	National Kidney Foundation of North Carolina	N
100003176	National Kidney Foundation of Northern California and Northern Nevada	N
100003177	National Kidney Foundation Serving Ohio and Kentucky	N
100003178	NKF Serving Upstate New York	Y
100003178	National Kidney Foundation Serving Upstate New York	N
100003179	NLN	Y
100003179	National League for Nursing	N
100003180	National Lung Cancer Partnership	N
100003181	NNPDF	Y
100003181	National Niemann-Pick Disease Foundation	N
100003182	National Osteoporosis Foundation	N
100003182	NOF	Y
100003183	National Pancreas Foundation	N
100003183	NPF	Y
100003184	National Patient Safety Foundation	N
100003184	NPSF	Y
100003185	National Psoriasis Foundation	N
100003186	National Rosacea Society	N
100003187	National Sleep Foundation	N
100003188	NTSAD-NY	Y
100003188	National Tay-Sachs and Allied Diseases Association New York Area	N
100003189	National Tay-Sachs and Allied Diseases Association	N
100003189	NTSAD	Y
100003192	Neurofibromatosis, Inc.	N
100003193	Foundation of the American Society of Neuroradiology	N
100003194	New York Stem Cell Foundation	N
100003194	NYSCF	Y
100003198	NOK	Y
100003198	NOK Foundation	N
100003202	NASS	Y
100003202	North American Spine Society	N
100003203	The North Carolina Tobacco Foundation	N
100003204	NDHC	Y
100003204	North Dakota Humanities Council	N
100003207	Northern California DX Foundation, Inc.	N
100003207	NCDXF	Y
100003208	Northwest Lions Foundation	N
100003209	Northwest Osteopathic Medical Foundation	N
100003209	NW OSTEO	Y
100003212	Sara Elizabeth O'Brien Trust	N
100003214	OctoberWoman Foundation	N
100003221	Oneida Nation Foundation	N
100003223	Orange County Community Foundation	N
100003223	OOCF	Y
100003224	OC	Y
100003224	Orangutan Conservancy	N
100003225	Oregon Council for the Humanities	N
100003225	OCH	Y
100003227	Osteogenesis Imperfecta Foundation	N
100003229	Pacific Pioneer Fund	N
100003231	PADI FOUNDATION	N
100003233	Pancreatic Cancer Awareness Foundation	N
100003234	Paralysis Project of America	N
100003235	Parenteral Drug Association Foundation for Pharmaceutical Sciences	N
100003236	The Park Foundation	N
100003237	P.D.A.S.D.	Y
100003237	Parkinson's Disease Association of San Diego	N
100003238	P.C.H.F.	Y
100003238	Pasadena Child Health Foundation	N
100003239	Robert J. and Claire Pasarow Foundation	N
100003240	Passano Foundation	N
100003242	The Patton Charitable Foundation	N
100003245	OneSight Research Foundation	N
100003249	The Irene W. and C.B. Pennington Foundation	N
100003259	Brian Piccolo Cancer Research Fund	N
100003260	PIF	Y
100003260	Pilot International Foundation	N
100003262	Pink Ribbons Project	N
100003263	Pioneer Fund	N
100003264	Pittsburgh Child Guidance Foundation	N
100003264	PCGF	Y
100003267	Plumbing-Heating-Cooling Contractors-National Association Educational Foundation	N
100003268	PLUS Foundation	N
100003270	Podiatry Foundation of Pittsburgh	N
100003270	PFP	Y
100003276	Poverty and Race Research Action Council	N
100003276	PRRAC	Y
100003279	Elvis Presley Charitable Foundation	N
100003279	EPCF	Y
100003282	Primate Conservation	N
